time,P,G(i),H_sun,T2m,WS10m,Int
20230423:0210,0.0,0.0,0.0,8.31,2.14,0.0
20230423:0310,0.0,0.0,0.0,7.98,2.14,0.0
20230423:0410,0.0,1.91,2.24,7.72,2.14,0.0
20230423:0510,83.01,131.91,12.18,8.15,1.93,0.0
20230423:0610,269.7,340.58,22.3,10.74,1.72,0.0
20230423:0710,464.11,567.8,32.2,13.21,1.93,0.0
20230423:0810,625.01,775.56,41.37,15.11,2.28,0.0
20230423:0910,732.16,926.43,49.01,16.61,2.55,0.0
20230423:1010,788.17,1006.9,53.92,17.7,2.97,0.0
20230423:1110,785.41,998.96,54.83,18.47,3.59,0.0
20230423:1210,681.11,853.9,51.44,18.83,4.0,0.0
20230423:1310,524.04,649.7,44.75,18.96,4.0,0.0
20230423:1410,367.04,455.17,36.09,18.76,3.86,0.0
20230423:1510,228.56,290.92,26.41,18.35,3.66,0.0
20230423:1610,112.4,158.08,16.33,17.76,3.17,0.0
20230423:1710,18.54,38.81,6.28,16.56,2.62,0.0
20230423:1810,0.0,0.0,0.0,15.16,2.28,0.0
20230423:1910,0.0,0.0,0.0,14.45,2.41,0.0
20230423:2010,0.0,0.0,0.0,13.79,2.48,0.0
20230423:2110,0.0,0.0,0.0,13.1,2.28,0.0
20230423:2210,0.0,0.0,0.0,12.25,2.14,0.0
20230423:2310,0.0,0.0,0.0,11.39,2.14,0.0
20230424:0010,0.0,0.0,0.0,10.66,2.14,0.0
20230424:0110,0.0,0.0,0.0,10.02,2.21,0.0
20230424:0210,0.0,0.0,0.0,9.36,2.14,0.0
20230424:0310,0.0,0.0,0.0,8.6,2.0,0.0
20230424:0410,0.0,0.96,2.52,7.93,1.79,0.0
20230424:0510,14.3,29.27,12.45,8.25,1.31,0.0
20230424:0610,47.79,72.2,22.57,10.61,0.9,0.0
20230424:0710,45.77,70.25,32.48,12.45,1.1,0.0
20230424:0810,104.79,140.5,41.66,12.63,1.1,0.0
20230424:0910,51.35,77.08,49.33,12.6,1.24,0.0
20230424:1010,83.48,115.13,54.26,12.16,1.59,0.0
20230424:1110,124.06,161.96,55.16,11.59,1.93,0.0
20230424:1210,176.21,222.45,51.73,12.22,2.76,0.0
20230424:1310,172.92,218.79,45.0,12.2,2.41,0.0
20230424:1410,146.8,188.51,36.31,12.45,2.9,0.0
20230424:1510,108.86,144.65,26.62,12.09,1.93,0.0
20230424:1610,103.71,142.03,16.54,11.73,2.48,0.0
20230424:1710,0.07,5.85,6.49,11.04,2.76,0.0
20230424:1810,0.0,0.0,0.0,10.51,2.55,0.0
20230424:1910,0.0,0.0,0.0,9.74,2.9,0.0
20230424:2010,0.0,0.0,0.0,9.25,3.31,0.0
20230424:2110,0.0,0.0,0.0,8.97,3.38,0.0
20230424:2210,0.0,0.0,0.0,8.96,3.24,0.0
20230424:2310,0.0,0.0,0.0,8.95,2.97,0.0
20230425:0010,0.0,0.0,0.0,8.84,2.83,0.0
20230425:0110,0.0,0.0,0.0,8.52,2.55,0.0
20230425:0210,0.0,0.0,0.0,7.89,2.55,0.0
20230425:0310,0.0,0.0,0.0,7.17,2.62,0.0
20230425:0410,1.74,9.56,2.8,6.49,2.55,0.0
20230425:0510,93.74,150.19,12.72,6.73,2.34,0.0
20230425:0610,292.08,363.25,22.84,8.43,2.0,0.0
20230425:0710,480.09,575.16,32.75,10.14,2.69,0.0
20230425:0810,609.58,729.44,41.96,11.46,4.07,0.0
20230425:0910,618.05,746.99,49.64,12.21,3.86,0.0
20230425:1010,231.27,286.41,54.59,12.77,3.59,0.0
20230425:1110,526.87,641.59,55.48,13.39,3.45,0.0
20230425:1210,558.02,682.32,52.02,13.79,3.17,0.0
20230425:1310,371.75,455.6,45.25,14.27,2.62,0.0
20230425:1410,520.48,634.98,36.53,13.93,2.62,0.0
20230425:1510,171.85,218.71,26.83,13.62,2.97,0.0
20230425:1610,127.3,173.31,16.74,12.25,3.17,0.0
20230425:1710,17.59,34.54,6.7,10.78,2.55,0.0
20230425:1810,0.0,0.0,0.0,9.88,2.28,0.0
20230425:1910,0.0,0.0,0.0,8.85,3.45,0.0
20230425:2010,0.0,0.0,0.0,8.02,3.72,0.0
20230425:2110,0.0,0.0,0.0,7.51,3.86,0.0
20230425:2210,0.0,0.0,0.0,7.09,3.79,0.0
20230425:2310,0.0,0.0,0.0,6.81,3.86,0.0
20230426:0010,0.0,0.0,0.0,6.42,3.79,0.0
20230426:0110,0.0,0.0,0.0,5.98,3.79,0.0
20230426:0210,0.0,0.0,0.0,5.55,3.66,0.0
20230426:0310,0.0,0.0,0.0,5.2,3.38,0.0
20230426:0410,0.0,3.82,3.07,4.84,2.97,0.0
20230426:0510,81.55,116.76,12.99,5.08,2.69,0.0
20230426:0610,287.52,351.45,23.1,6.18,2.9,0.0
20230426:0710,387.46,455.79,33.02,7.23,3.72,0.0
20230426:0810,566.79,666.05,42.24,7.76,4.0,0.0
20230426:0910,721.56,860.54,49.95,8.42,4.0,0.0
20230426:1010,472.93,562.09,54.91,9.11,3.86,0.0
20230426:1110,407.25,485.58,55.8,9.62,4.0,0.0
20230426:1210,415.91,496.39,52.3,10.13,4.0,0.0
20230426:1310,387.75,464.38,45.5,10.77,3.72,0.0
20230426:1410,394.56,471.51,36.76,10.98,3.79,0.0
20230426:1510,353.06,428.03,27.03,10.96,3.79,0.0
20230426:1610,151.0,205.73,16.94,10.55,3.24,0.0
20230426:1710,19.82,37.67,6.91,9.85,2.41,0.0
20230426:1810,0.0,0.0,0.0,8.67,1.59,0.0
20230426:1910,0.0,0.0,0.0,7.92,1.52,0.0
20230426:2010,0.0,0.0,0.0,7.0,1.03,0.0
20230426:2110,0.0,0.0,0.0,6.47,0.9,0.0
20230426:2210,0.0,0.0,0.0,6.5,0.9,0.0
20230426:2310,0.0,0.0,0.0,6.2,0.97,0.0
20230427:0010,0.0,0.0,0.0,5.77,0.9,0.0
20230427:0110,0.0,0.0,0.0,5.98,0.55,0.0
20230427:0210,0.0,0.0,0.0,5.96,0.62,0.0
20230427:0310,0.0,0.0,0.0,5.11,1.03,0.0
20230427:0410,0.0,1.91,3.33,4.64,1.1,0.0
20230427:0510,52.89,77.4,13.25,5.28,0.62,0.0
20230427:0610,120.31,155.59,23.36,7.31,0.62,0.0
20230427:0710,262.7,319.36,33.29,7.74,0.62,0.0
20230427:0810,336.87,406.68,42.52,8.61,1.17,0.0
20230427:0910,500.26,608.0,50.25,9.5,1.31,0.0
20230427:1010,532.68,655.23,55.23,10.28,1.03,0.0
20230427:1110,335.23,412.47,56.11,11.03,0.69,0.0
20230427:1210,435.91,537.8,52.58,11.19,0.55,0.0
20230427:1310,332.36,409.59,45.74,11.47,0.48,0.0
20230427:1410,251.72,312.54,36.97,11.49,0.34,0.0
20230427:1510,282.64,352.06,27.24,11.31,0.14,0.0
20230427:1610,139.12,189.77,17.15,11.12,0.28,0.0
20230427:1710,20.54,46.94,7.11,10.84,0.69,0.0
20230427:1810,0.0,0.0,0.0,10.14,0.69,0.0
20230427:1910,0.0,0.0,0.0,9.18,1.45,0.0
20230427:2010,0.0,0.0,0.0,7.97,1.17,0.0
20230427:2110,0.0,0.0,0.0,7.41,1.1,0.0
20230427:2210,0.0,0.0,0.0,6.91,1.24,0.0
20230427:2310,0.0,0.0,0.0,7.02,1.31,0.0
20230428:0010,0.0,0.0,0.0,6.72,1.52,0.0
20230428:0110,0.0,0.0,0.0,6.63,1.52,0.0
20230428:0210,0.0,0.0,0.0,6.93,1.59,0.0
20230428:0310,0.0,0.0,0.0,7.13,1.93,0.0
20230428:0410,0.42,6.69,3.6,6.87,2.14,0.0
20230428:0510,46.29,69.82,13.5,7.35,2.28,0.0
20230428:0610,140.19,178.57,23.62,8.46,2.41,0.0
20230428:0710,268.76,325.04,33.55,9.78,3.17,0.0
20230428:0810,398.71,477.88,42.8,11.28,3.66,0.0
20230428:0910,543.17,655.2,50.55,12.88,4.14,0.0
20230428:1010,313.74,383.91,55.55,14.17,4.48,0.0
20230428:1110,228.56,285.41,56.42,15.2,4.83,0.0
20230428:1210,151.68,196.11,52.86,15.51,4.69,0.0
20230428:1310,132.49,173.67,45.99,15.09,3.79,0.0
20230428:1410,117.41,156.11,37.19,15.11,3.59,0.0
20230428:1510,52.51,79.03,27.44,14.78,3.1,0.0
20230428:1610,83.94,117.45,17.35,14.05,2.41,0.0
20230428:1710,25.03,47.01,7.32,12.62,1.52,0.0
20230428:1810,0.0,0.0,0.0,11.69,1.38,0.0
20230428:1910,0.0,0.0,0.0,11.16,1.45,0.0
20230428:2010,0.0,0.0,0.0,10.64,1.38,0.0
20230428:2110,0.0,0.0,0.0,10.5,1.31,0.0
20230428:2210,0.0,0.0,0.0,10.39,1.24,0.0
20230428:2310,0.0,0.0,0.0,10.29,1.17,0.0
20230429:0010,0.0,0.0,0.0,10.22,1.17,0.0
20230429:0110,0.0,0.0,0.0,9.62,1.03,0.0
20230429:0210,0.0,0.0,0.0,9.14,1.17,0.0
20230429:0310,0.0,0.0,0.0,9.16,0.97,0.0
20230429:0410,0.0,3.82,3.85,8.92,0.9,0.0
20230429:0510,91.22,134.2,13.75,9.16,0.55,0.0
20230429:0610,205.29,260.35,23.87,10.98,0.21,0.0
20230429:0710,449.8,556.07,33.81,12.6,0.62,0.0
20230429:0810,461.51,573.97,43.07,13.73,0.69,0.0
20230429:0910,555.3,699.98,50.85,14.92,0.97,0.0
20230429:1010,142.42,187.33,55.86,16.0,0.97,0.0
20230429:1110,710.45,930.33,56.73,16.73,0.83,0.0
20230429:1210,603.8,781.63,53.14,16.52,0.41,0.0
20230429:1310,619.38,794.78,46.23,16.63,0.76,0.0
20230429:1410,180.49,232.37,37.4,15.97,1.1,0.0
20230429:1510,348.47,440.67,27.64,15.84,0.83,0.0
20230429:1610,156.64,221.68,17.54,15.76,0.69,0.0
20230429:1710,25.95,50.21,7.52,15.09,0.83,0.0
20230429:1810,0.0,0.0,0.0,13.94,0.62,0.0
20230429:1910,0.0,0.0,0.0,11.48,1.17,0.0
20230429:2010,0.0,0.0,0.0,10.21,1.52,0.0
20230429:2110,0.0,0.0,0.0,9.82,1.52,0.0
20230429:2210,0.0,0.0,0.0,9.87,2.0,0.0
20230429:2310,0.0,0.0,0.0,9.67,2.48,0.0
20230430:0010,0.0,0.0,0.0,10.07,2.9,0.0
20230430:0110,0.0,0.0,0.0,9.61,3.1,0.0
20230430:0210,0.0,0.0,0.0,9.21,3.24,0.0
20230430:0310,0.0,0.0,0.0,8.73,3.31,0.0
20230430:0410,0.0,4.78,4.11,8.48,3.38,0.0
20230430:0510,103.64,158.94,14.0,8.76,3.45,0.0
20230430:0610,300.57,369.74,24.11,9.57,4.34,0.0
20230430:0710,380.71,454.47,34.06,10.79,4.14,0.0
20230430:0810,435.02,520.01,43.34,11.77,4.41,0.0
20230430:0910,304.98,371.04,51.14,12.61,4.28,0.0
20230430:1010,420.05,508.5,56.17,13.64,4.62,0.0
20230430:1110,583.58,709.31,57.03,14.11,4.55,0.0
20230430:1210,317.85,388.59,53.41,14.19,4.55,0.0
20230430:1310,494.46,597.75,46.46,14.3,4.55,0.0
20230430:1410,255.78,315.19,37.62,14.22,4.55,0.0
20230430:1510,242.42,300.41,27.84,13.91,4.55,0.0
20230430:1610,158.13,216.81,17.74,13.66,4.14,0.0
20230430:1710,23.63,52.42,7.73,12.99,3.31,0.0
20230430:1810,0.0,0.0,0.0,11.7,2.48,0.0
20230430:1910,0.0,0.0,0.0,10.93,2.07,0.0
20230430:2010,0.0,0.0,0.0,10.11,2.07,0.0
20230430:2110,0.0,0.0,0.0,9.48,2.14,0.0
20230430:2210,0.0,0.0,0.0,9.05,2.21,0.0
20230430:2310,0.0,0.0,0.0,8.33,2.14,0.0
20230501:0010,0.0,0.0,0.0,7.67,1.86,0.0
20230501:0110,0.0,0.0,0.0,7.55,1.59,0.0
20230501:0210,0.0,0.0,0.0,7.26,1.38,0.0
20230501:0310,0.0,0.0,0.0,6.98,1.24,0.0
20230501:0410,0.0,3.82,4.36,6.94,0.9,0.0
20230501:0510,38.75,60.49,14.24,7.68,0.41,0.0
20230501:0610,135.08,174.2,24.35,9.22,0.28,0.0
20230501:0710,318.02,386.58,34.31,10.34,1.38,0.0
20230501:0810,557.52,676.72,43.6,11.74,2.41,0.0
20230501:0910,714.35,878.95,51.42,12.99,3.17,0.0
20230501:1010,565.49,691.64,56.48,14.26,3.66,0.0
20230501:1110,498.14,609.02,57.33,15.5,4.34,0.0
20230501:1210,444.1,543.2,53.68,15.9,4.41,0.0
20230501:1310,462.58,565.4,46.7,15.98,4.07,0.0
20230501:1410,341.37,419.21,37.83,16.01,3.86,0.0
20230501:1510,252.47,316.18,28.04,15.93,3.38,0.0
20230501:1610,118.14,161.71,17.94,15.8,2.9,0.0
20230501:1710,29.07,54.48,7.93,15.01,2.34,0.0
20230501:1810,0.0,0.0,0.0,13.88,1.93,0.0
20230501:1910,0.0,0.0,0.0,13.11,1.66,0.0
20230501:2010,0.0,0.0,0.0,12.11,1.45,0.0
20230501:2110,0.0,0.0,0.0,11.09,1.38,0.0
20230501:2210,0.0,0.0,0.0,10.43,1.31,0.0
20230501:2310,0.0,0.0,0.0,9.93,1.31,0.0
20230502:0010,0.0,0.0,0.0,9.39,1.31,0.0
20230502:0110,0.0,0.0,0.0,8.88,1.38,0.0
20230502:0210,0.0,0.0,0.0,8.25,1.66,0.0
20230502:0310,0.0,0.0,0.0,7.37,1.72,0.0
20230502:0410,0.0,3.82,4.6,7.34,1.72,0.0
20230502:0510,31.45,51.71,14.48,9.02,1.59,0.0
20230502:0610,21.17,39.03,24.59,12.11,1.79,0.0
20230502:0710,0.0,0.0,0.0,13.19,2.83,0.0
20230502:0810,233.62,290.37,43.86,13.96,3.52,0.0
20230502:0910,258.73,320.48,51.7,14.76,4.21,0.0
20230502:1010,335.97,412.39,56.78,15.29,4.41,0.0
20230502:1110,368.25,452.0,57.63,15.83,4.41,0.0
20230502:1210,221.26,277.57,53.94,15.59,4.48,0.0
20230502:1310,318.8,391.34,46.93,15.32,4.34,0.0
20230502:1410,253.48,313.7,38.03,14.61,3.86,0.0
20230502:1510,134.18,175.1,28.24,13.99,2.9,0.0
20230502:1610,55.24,81.96,18.13,13.54,2.83,0.0
20230502:1710,15.33,31.22,8.13,13.09,2.9,0.0
20230502:1810,0.0,0.0,0.0,12.35,2.83,0.0
20230502:1910,0.0,0.0,0.0,11.04,3.79,0.0
20230502:2010,0.0,0.0,0.0,10.91,3.93,0.0
20230502:2110,0.0,0.0,0.0,10.78,3.86,0.0
20230502:2210,0.0,0.0,0.0,10.64,3.86,0.0
20230502:2310,0.0,0.0,0.0,10.51,3.86,0.0
20230503:0010,0.0,0.0,0.0,10.38,3.86,0.0
20230503:0110,0.0,0.0,0.0,10.26,4.0,0.0
20230503:0210,0.0,0.0,0.0,10.07,4.14,0.0
20230503:0310,0.0,0.0,0.0,9.85,4.21,0.0
20230503:0410,0.0,3.82,4.84,9.69,4.21,0.0
20230503:0510,22.95,40.98,14.71,9.8,4.41,0.0
20230503:0610,149.92,190.01,24.82,9.97,4.62,0.0
20230503:0710,234.75,285.87,34.79,10.79,5.45,0.0
20230503:0810,335.23,401.96,44.11,11.87,5.93,0.0
20230503:0910,540.67,645.71,51.98,12.61,5.72,0.0
20230503:1010,325.35,394.79,57.07,13.35,5.59,0.0
20230503:1110,341.34,413.77,57.92,13.61,5.79,0.0
20230503:1210,307.5,374.31,54.2,13.48,5.38,0.0
20230503:1310,420.74,505.74,47.16,13.51,5.38,0.0
20230503:1410,67.69,96.59,38.24,13.22,4.69,0.0
20230503:1510,54.59,80.98,28.43,13.32,4.76,0.0
20230503:1610,79.45,110.82,18.32,12.88,4.07,0.0
20230503:1710,1.75,9.76,8.33,12.35,3.79,0.0
20230503:1810,0.0,0.0,0.0,11.71,3.66,0.0
20230503:1910,0.0,0.0,0.0,11.42,3.03,0.0
20230503:2010,0.0,0.0,0.0,10.7,2.9,0.0
20230503:2110,0.0,0.0,0.0,9.85,2.76,0.0
20230503:2210,0.0,0.0,0.0,9.19,2.76,0.0
20230503:2310,0.0,0.0,0.0,8.48,2.69,0.0
20230504:0010,0.0,0.0,0.0,7.92,2.69,0.0
20230504:0110,0.0,0.0,0.0,7.45,2.83,0.0
20230504:0210,0.0,0.0,0.0,7.11,2.83,0.0
20230504:0310,0.0,0.0,0.0,6.77,2.76,0.0
20230504:0410,12.62,26.75,5.07,6.63,2.69,0.0
20230504:0510,117.72,177.4,14.93,7.22,2.69,0.0
20230504:0610,318.47,390.61,25.04,8.88,3.24,0.0
20230504:0710,510.81,611.78,35.02,11.03,3.31,0.0
20230504:0810,659.47,798.93,44.36,12.34,3.52,0.0
20230504:0910,778.26,964.58,52.25,13.42,3.31,0.0
20230504:1010,840.58,1064.44,57.36,14.31,2.9,0.0
20230504:1110,840.84,1077.4,58.21,15.06,2.48,0.0
20230504:1210,782.27,1000.87,54.46,15.66,2.14,0.0
20230504:1310,702.01,887.91,47.38,16.08,2.07,0.0
20230504:1410,554.5,689.84,38.44,16.28,2.07,0.0
20230504:1510,371.62,465.28,28.62,16.22,2.14,0.0
20230504:1610,178.84,251.25,18.51,15.85,2.0,0.0
20230504:1710,32.97,60.55,8.52,14.97,1.38,0.0
20230504:1810,0.0,0.0,0.0,13.71,1.17,0.0
20230504:1910,0.0,0.0,0.0,12.56,0.9,0.0
20230504:2010,0.0,0.0,0.0,11.8,0.97,0.0
20230504:2110,0.0,0.0,0.0,9.64,1.59,0.0
20230504:2210,0.0,0.0,0.0,8.67,1.72,0.0
20230504:2310,0.0,0.0,0.0,7.78,1.79,0.0
20230505:0010,0.0,0.0,0.0,7.22,1.79,0.0
20230505:0110,0.0,0.0,0.0,6.93,1.86,0.0
20230505:0210,0.0,0.0,0.0,6.78,1.86,0.0
20230505:0310,0.0,0.0,0.0,6.68,1.86,0.0
20230505:0410,14.01,28.67,5.3,6.37,1.72,0.0
20230505:0510,117.72,177.38,15.16,7.49,1.1,0.0
20230505:0610,297.12,374.81,25.26,11.53,0.55,0.0
20230505:0710,472.89,588.76,35.25,14.29,0.83,0.0
20230505:0810,603.44,763.09,44.6,15.86,1.17,0.0
20230505:0910,723.6,933.51,52.51,17.18,1.59,0.0
20230505:1010,787.93,1031.93,57.64,18.23,1.79,0.0
20230505:1110,780.57,1026.24,58.49,19.08,1.79,0.0
20230505:1210,721.61,945.58,54.72,19.83,1.59,0.0
20230505:1310,642.79,831.8,47.61,20.38,1.59,0.0
20230505:1410,491.18,620.5,38.64,20.39,2.21,0.0
20230505:1510,366.5,466.08,28.81,20.09,2.55,0.0
20230505:1610,178.44,254.64,18.7,19.56,2.48,0.0
20230505:1710,26.84,62.52,8.72,18.38,1.86,0.0
20230505:1810,0.0,0.0,0.0,16.73,1.72,0.0
20230505:1910,0.0,0.0,0.0,15.34,1.86,0.0
20230505:2010,0.0,0.0,0.0,14.07,1.79,0.0
20230505:2110,0.0,0.0,0.0,12.98,1.79,0.0
20230505:2210,0.0,0.0,0.0,12.16,1.86,0.0
20230505:2310,0.0,0.0,0.0,11.71,2.0,0.0
20230506:0010,0.0,0.0,0.0,11.47,2.0,0.0
20230506:0110,0.0,0.0,0.0,10.98,2.07,0.0
20230506:0210,0.0,0.0,0.0,10.65,2.07,0.0
20230506:0310,0.0,0.0,0.0,10.72,1.93,0.0
20230506:0410,0.0,4.78,5.52,10.48,1.72,0.0
20230506:0510,79.18,111.97,15.37,10.94,1.1,0.0
20230506:0610,46.82,72.2,25.48,14.6,0.62,0.0
20230506:0710,127.62,168.79,35.47,14.4,0.55,0.0
20230506:0810,312.56,392.96,44.84,16.37,0.9,0.0
20230506:0910,540.93,687.98,52.77,17.85,1.31,0.0
20230506:1010,380.25,483.07,57.93,18.9,1.24,0.0
20230506:1110,462.9,592.73,58.77,19.63,1.17,0.0
20230506:1210,474.3,609.78,54.97,19.39,0.76,0.0
20230506:1310,184.96,241.19,47.82,18.16,0.34,0.0
20230506:1410,356.32,451.77,38.84,17.14,0.14,0.0
20230506:1510,226.01,290.36,29.0,17.02,0.21,0.0
20230506:1610,159.46,222.98,18.89,17.59,0.48,0.0
20230506:1710,11.6,26.34,8.91,17.31,0.9,0.0
20230506:1810,0.0,0.0,0.0,15.95,1.59,0.0
20230506:1910,0.0,0.0,0.0,14.57,1.24,0.0
20230506:2010,0.0,0.0,0.0,12.96,1.38,0.0
20230506:2110,0.0,0.0,0.0,11.95,1.59,0.0
20230506:2210,0.0,0.0,0.0,11.46,1.45,0.0
20230506:2310,0.0,0.0,0.0,10.91,1.38,0.0
20230507:0010,0.0,0.0,0.0,10.25,1.52,0.0
20230507:0110,0.0,0.0,0.0,9.9,1.52,0.0
20230507:0210,0.0,0.0,0.0,9.41,1.66,0.0
20230507:0310,0.0,0.0,0.0,9.12,1.66,0.0
20230507:0410,15.17,30.58,5.74,9.26,1.52,0.0
20230507:0510,110.77,160.39,15.58,11.03,1.24,0.0
20230507:0610,235.6,296.46,25.69,13.14,1.93,0.0
20230507:0710,392.43,479.6,35.68,14.31,2.62,0.0
20230507:0810,520.02,637.67,45.07,15.23,2.97,0.0
20230507:0910,564.22,697.71,53.02,15.91,3.03,0.0
20230507:1010,389.56,481.63,58.2,16.02,2.97,0.0
20230507:1110,482.04,597.2,59.04,16.39,2.97,0.0
20230507:1210,367.78,457.39,55.22,16.81,2.62,0.0
20230507:1310,392.1,485.12,48.04,16.74,2.9,0.0
20230507:1410,269.85,336.24,39.04,16.31,3.17,0.0
20230507:1510,204.55,259.75,29.19,16.31,3.1,0.0
20230507:1610,113.25,154.32,19.07,15.83,3.03,0.0
20230507:1710,26.83,47.65,9.1,14.78,2.97,0.0
20230507:1810,0.0,0.0,0.0,13.5,3.24,0.0
20230507:1910,0.0,0.0,0.0,12.28,3.59,0.0
20230507:2010,0.0,0.0,0.0,10.75,3.93,0.0
20230507:2110,0.0,0.0,0.0,9.37,3.79,0.0
20230507:2210,0.0,0.0,0.0,8.47,3.59,0.0
20230507:2310,0.0,0.0,0.0,7.83,3.59,0.0
20230508:0010,0.0,0.0,0.0,7.39,3.52,0.0
20230508:0110,0.0,0.0,0.0,7.07,3.1,0.0
20230508:0210,0.0,0.0,0.0,6.68,2.83,0.0
20230508:0310,0.0,0.0,0.0,6.46,2.9,0.0
20230508:0410,0.0,4.78,5.96,6.2,2.97,0.0
20230508:0510,53.59,77.82,15.79,6.26,3.17,0.0
20230508:0610,297.68,360.58,25.89,7.07,3.24,0.0
20230508:0710,492.67,580.42,35.89,7.89,3.45,0.0
20230508:0810,644.09,768.14,45.29,9.07,3.38,0.0
20230508:0910,741.75,902.9,53.27,10.17,3.1,0.0
20230508:1010,716.56,880.83,58.47,11.23,2.83,0.0
20230508:1110,744.67,923.09,59.31,11.84,2.69,0.0
20230508:1210,654.79,804.95,55.46,12.18,2.62,0.0
20230508:1310,528.18,643.8,48.26,12.59,2.48,0.0
20230508:1410,468.54,569.21,39.23,12.82,2.41,0.0
20230508:1510,317.53,391.24,29.37,13.02,2.21,0.0
20230508:1610,124.0,166.03,19.26,12.97,1.93,0.0
20230508:1710,38.42,66.62,9.29,12.75,1.31,0.0
20230508:1810,0.0,0.0,0.0,12.09,0.62,0.0
20230508:1910,0.0,0.0,0.0,11.47,0.76,0.0
20230508:2010,0.0,0.0,0.0,9.8,1.38,0.0
20230508:2110,0.0,0.0,0.0,9.11,1.52,0.0
20230508:2210,0.0,0.0,0.0,8.42,1.17,0.0
20230508:2310,0.0,0.0,0.0,9.03,0.69,0.0
20230509:0010,0.0,0.0,0.0,8.83,1.59,0.0
20230509:0110,0.0,0.0,0.0,8.27,2.0,0.0
20230509:0210,0.0,0.0,0.0,7.7,1.52,0.0
20230509:0310,0.0,0.0,0.0,6.69,1.03,0.0
20230509:0410,11.29,24.84,6.17,6.02,0.76,0.0
20230509:0510,119.41,168.0,15.99,6.93,0.62,0.0
20230509:0610,236.62,291.56,26.09,7.93,1.03,0.0
20230509:0710,381.76,457.54,36.1,8.44,1.66,0.0
20230509:0810,508.43,613.41,45.51,9.62,1.86,0.0
20230509:0910,571.07,694.36,53.51,10.2,2.07,0.0
20230509:1010,646.2,795.05,58.73,11.5,2.34,0.0
20230509:1110,587.21,720.87,59.58,12.62,2.62,0.0
20230509:1210,496.82,607.36,55.7,13.54,2.9,0.0
20230509:1310,341.7,418.38,48.47,13.98,3.1,0.0
20230509:1410,288.92,355.69,39.42,14.24,3.1,0.0
20230509:1510,201.02,253.02,29.55,13.89,2.83,0.0
20230509:1610,111.95,150.89,19.44,13.66,2.69,0.0
20230509:1710,36.26,60.37,9.48,13.07,2.14,0.0
20230509:1810,0.0,0.0,0.0,12.39,1.86,0.0
20230509:1910,0.0,0.0,0.0,11.66,1.93,0.0
20230509:2010,0.0,0.0,0.0,11.01,1.79,0.0
20230509:2110,0.0,0.0,0.0,10.25,1.79,0.0
20230509:2210,0.0,0.0,0.0,9.49,1.79,0.0
20230509:2310,0.0,0.0,0.0,8.58,1.93,0.0
20230510:0010,0.0,0.0,0.0,8.01,1.93,0.0
20230510:0110,0.0,0.0,0.0,7.76,2.0,0.0
20230510:0210,0.0,0.0,0.0,7.55,2.0,0.0
20230510:0310,0.0,0.0,0.0,7.07,1.93,0.0
20230510:0410,18.95,35.35,6.37,6.81,1.86,0.0
20230510:0510,128.12,188.51,16.19,7.84,1.59,0.0
20230510:0610,324.9,398.63,26.29,9.6,2.97,0.0
20230510:0710,498.55,600.44,36.3,11.25,2.62,0.0
20230510:0810,624.63,757.55,45.73,12.7,3.38,0.0
20230510:0910,750.44,919.61,53.75,13.75,4.21,0.0
20230510:1010,795.01,984.78,58.99,14.33,4.14,0.0
20230510:1110,685.06,843.58,59.84,14.55,4.0,0.0
20230510:1210,493.97,603.61,55.93,15.03,3.93,0.0
20230510:1310,381.76,467.05,48.67,15.16,3.79,0.0
20230510:1410,164.49,211.03,39.61,15.09,3.59,0.0
20230510:1510,169.02,216.56,29.73,15.29,3.59,0.0
20230510:1610,56.47,83.91,19.62,14.95,2.97,0.0
20230510:1710,35.29,59.19,9.66,14.4,2.21,0.0
20230510:1810,0.0,0.0,0.0,13.5,1.86,0.0
20230510:1910,0.0,0.0,0.0,12.71,1.52,0.0
20230510:2010,0.0,0.0,0.0,12.04,1.59,0.0
20230510:2110,0.0,0.0,0.0,11.65,1.79,0.0
20230510:2210,0.0,0.0,0.0,11.21,1.66,0.0
20230510:2310,0.0,0.0,0.0,10.48,1.45,0.0
20230511:0010,0.0,0.0,0.0,9.93,1.1,0.0
20230511:0110,0.0,0.0,0.0,9.64,0.97,0.0
20230511:0210,0.0,0.0,0.0,9.39,0.97,0.0
20230511:0310,0.0,0.0,0.0,9.26,1.1,0.0
20230511:0410,3.74,13.38,6.57,9.22,1.17,0.0
20230511:0510,68.02,96.58,16.38,9.58,1.17,0.0
20230511:0610,161.68,205.11,26.48,10.57,1.79,0.0
20230511:0710,312.15,378.7,36.49,11.51,2.76,0.0
20230511:0810,323.51,393.25,45.93,12.28,3.17,0.0
20230511:0910,276.3,339.4,53.98,12.76,3.1,0.0
20230511:1010,207.85,259.53,59.25,12.73,3.1,0.0
20230511:1110,177.64,224.4,60.09,13.26,4.14,0.0
20230511:1210,144.84,186.35,56.17,13.1,4.14,0.0
20230511:1310,200.19,250.14,48.88,12.43,3.17,0.0
20230511:1410,99.75,133.67,39.8,11.66,2.48,0.0
20230511:1510,59.95,86.83,29.91,11.16,2.28,0.0
20230511:1610,31.93,52.69,19.79,10.93,2.14,0.0
20230511:1710,19.87,37.08,9.85,10.56,2.07,0.0
20230511:1810,0.0,0.0,0.0,10.25,2.14,0.0
20230511:1910,0.0,0.0,0.0,10.32,1.38,0.0
